name,url
Release 5.0 FRS 5.0 Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6575/FRS_5.0_Pre-Production_Review_Copy_02-25-2020.docx
Release 5.0 EFD Errors Flows 5.0 Pre-Production Review Copy 02-25-2020,https://numberportability.com/documents/6574/EFD_Errors_Flows_5.0_Pre-Production_Review_Copy_02-25-2020.docx
Release 5.0 IIS 5.0 Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6576/Release_5.0_IIS_Pre-Production_Review_Copy_02-25-2020_.docx
Release 5.0 GDMO Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6580/Release_5.0_GDMO_Pre-Production_Review_Copy_02-25-2020.txt
Release 5.0 ASN.1 Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6583/Release_5.0_ASN.1_Pre-Production_Review_Copy_2-25-2020.txt
Release 5.0 XIS v5.0 Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6581/XIS_v5.0_Pre-Production_Review_Copy_02-25-2020.docx
Release 5.0 XML Schema v5.0l Pre-Production Review Copy 02-25-2020,https://numberportability.com/documents/6577/NPAC_XML_Schema_v5.0l_Pre-Production_Review_Copy_02-25-2020.xsd
Release 5.0 XML Schena v5.0s Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6578/NPAC_XML_Schema_v5.0s_Pre-Production_Review_Copy_02-25-2020.xsd
Release 5.0 XML Mnemonics v5.0 Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6582/XML_Mnemonics_v5.0_Pre-Production_Review_Copy_02-25-2020.xlsx 
Release 5.0 Optional Data XML - US - 2020-10 5.0 Pre-Production Review Copy 02-25-2020 ,https://numberportability.com/documents/6579/Optional_Data_XML_-_US-2020-10_5.0_Pre-Production_Review_Copy_02-25-20.docx
Release 5.0 FRS Pre-Production Review Copy 11-12-19 ,https://numberportability.com/documents/6526/FRS_5.0_Pre-Production_Review_Copy_11-12-20191.docx
Release 5.0 EFD Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6525/EFD_Errors_Flows_5.0_Pre-Production_Review_Copy_11-12-20191.docx
Release 5.0 IIS Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6527/IIS_5.0_Pre-Production_Review_Copy_11-12-20191.docx
Release 5.0 GDMO Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6532/Release_5.0_GDMO_Pre-Production_Review_Copy_11-12-20191.txt
Release 5.0 ASN.1 Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6531/Release_5.0_ASN.1_Pre-Production_Review_Copy_11-12-20191.txt
Release 5.0 XIS Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6534/XIS_v5.0_Pre-Production_Review_Copy_11-12-20191.docx
Release 5.0 XML Schema v5.0l Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6528/NPAC_XML_Schema_v5.0l_Pre-Production_Review_Copy_11-12-20191.xsd
Release 5.0 XML Schema v5.0s Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6529/NPAC_XML_Schema_v5.0s_Pre-Production_Review_Copy_11-12-20191.xsd
Release 5.0 XML Mnemonics v5.0 Pre-Production Review Copy 11-12-19,https://numberportability.com/documents/6535/XML_Mnemonics_v5.0_Pre-Production_Review_Copy_11-12-20191.xlsx
Optional Data XML – US-2009-12 ,https://numberportability.com/documents/6530/Optional_Data_XML_-_US-2009-121.docx
Release 5.0 FRS Pre-Production Review Copy 07-09-19,https://numberportability.com/documents/6276/FRS_5.0_Pre-Production_Review_Copy_07-09-2019.docx
Release 5.0 EFD Errors Flows 5.0 Pre-Production Review Copy 07-09-19,https://numberportability.com/documents/6545/EFD_Errors_Flows_5.0_Pre-Production_Review_Copy_07-09-2019_nHEwt0q.docx
Release 5.0 IIS Pre-Production Review Copy 07-09-19 ,https://numberportability.com/documents/6277/IIS_5.0_Pre-Production_Review_Copy_07-09-2019.docx
Release 5.0 GDMO Pre-Production Review Copy 07-09-19 ,https://numberportability.com/documents/6262/Release_5.0_GDMO_Pre-Production_Review_Copy_07-09-2019.txt
Release 5.0 ASN.1 Pre-Production Review Copy 07-09-19 ,https://numberportability.com/documents/6280/Release_5.0_ASN.1_Pre-Production_Review_Copy_07-09-2019.txt
Release 5.0 XIS Pre-Production Copy Review 07-09-19 ,https://numberportability.com/documents/6274/XIS_v5.0_Pre-Production_Review_Copy_07-09-2019.docx
Release 5.0 XML Schema v5.0l Pre-Production Review Copy 07-09-19 ,https://numberportability.com/documents/6278/NPAC_XML_Schema_v5.0l_Pre-Production_Review_Copy_07-09-2019.xsd
Release 5.0 XML Schema v5.0s Pre-Production Review Copy 07-09-19,https://numberportability.com/documents/6279/NPAC_XML_Schema_v5.0s_Pre-Production_Review_Copy_07-09-2019.xsd
Release 5.0 XML Mnemonics v5.0 Pre-Production Review Copy 07-09-19,https://numberportability.com/documents/6275/XML_Mnemonics_v5.0_Pre-Production_Review_Copy_07-09-2019.xlsx
Release 5.0 Certification and Regression Test Plans Chapter 1-7 v2,https://numberportability.com/documents/6585/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_1-7_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 8 v2,https://numberportability.com/documents/6586/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_8_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 9 v2,https://numberportability.com/documents/6587/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_9_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 10 v2,https://numberportability.com/documents/6588/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_10_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 11 v2,https://numberportability.com/documents/6589/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_11_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 12 v2,https://numberportability.com/documents/6590/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_12_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 13 v2,https://numberportability.com/documents/6591/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_13_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 14 v2,https://numberportability.com/documents/6592/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_14_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 15 v2,https://numberportability.com/documents/6593/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_15_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 16 v2,https://numberportability.com/documents/6594/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_16_v2.docx
Release 5.0 Certification and Regression Test Plans Chapter 17 v2,https://numberportability.com/documents/6595/Release_5.0_Vendor_Certification__Regression_Test_Plan_Chapter_17_v2.docx
Release 5.0 - SP Group Test Plan Pre-Production Review Copy v2,https://numberportability.com/documents/6546/Release_5.0_-_SP_Group_Test_Plan_Pre-Production_Review_Copy_v2_JtSk74O.docx
FRS R5.0 10-25-2020,https://numberportability.com/documents/7138/FRS_R5.0_10-25-2020_.docx
EFD R5.0 10-25-2020,https://numberportability.com/documents/7134/EFD_R5.0_10-25-20.docx
IIS R5.0 10-25-2020,https://numberportability.com/documents/7146/IIS_R5.0_10-25-20.docx
GDMO R5.0 10-25-2020,https://numberportability.com/documents/7142/GDMO_R5.0_10-26-2020.txt
ASN.1 R5.0 10-25-2020,https://numberportability.com/documents/7154/ASN.1_R5.0_10-25-2020.txt
XIS R5.0 10-25-2020,https://numberportability.com/documents/7150/XIS_R5.0_10-25-2020.docx
XML Schema (L) R5.0 10-25-2020.xsd,https://numberportability.com/documents/7186/XML_Schema_L_R5.0_10-25-2020.xsd
XML Schema (S) R5.0 10-25-2020.xsd,https://numberportability.com/documents/7174/XML_Schema_S_R5.0_10-25-2020.xsd
XML Mnemonics R5.0 10-25-2020.xlsx,https://numberportability.com/documents/7178/XML_Mnemonics_R5.0_10-25-2020.xlsx
XML Optional Data US R5.0 10-25-2020.docx,https://numberportability.com/documents/7182/XML_Optional_Data_-_US_R5.0_10-25-2020.docx
