name,url
Release 4.1a Certification and Regression Test Plans Chapter 13 – v1,https://numberportability.com/documents/5630/Release_4.1a_Certification__Regression_Test_Plan_Chapter_13_-_v1.docx
Release 4.1a Certification and Regression Test Plans Chapter 14 – v1,https://numberportability.com/documents/5631/Release_4.1a_Certification__Regression_Test_Plan_Chapter_14_-_v1.docx
Release 4.1a Certification and Regression Test Plans Chapter 15 – v1,https://numberportability.com/documents/5632/Release_4.1a_Certification__Regression_Test_Plan_Chapter_15_-_v1.docx
Release 4.1a Certification and Regression Test Plans Chapter 16 – v1,https://numberportability.com/documents/5633/Release_4.1a_Certification__Regression_Test_Plan_Chapter_16_-_v1.docx
Release 4.1a Certification and Regression Test Plans Chapter 17 – v1,https://numberportability.com/documents/5634/Release_4.1a_Certification__Regression_Test_Plan_Chapter_17_-_v1.docx
SP Group Test Plan - V1,https://numberportability.com/documents/5557/SP_Group_Test_Plan_-_V1.docx
Release 4.1 ASN.1-0-7-31-2018 (future use),https://numberportability.com/documents/5383/Release_4.1_ASN.1-07-31-2018_future_use.txt
Release 4.1 GDMO-07-31-2018 (future use),https://numberportability.com/documents/5385/Release_4.1_GDMO-07-31-2018_future_use.txt
Release 4.1 Individual SP TUTP Chapter 1-7 – V1,https://numberportability.com/documents/5387/Release_4.1_Individual_SP_TUTP_Chapter_1-7__V1.docx
Release 4.1 Individual SP TUTP Chapter 8 – V1,https://numberportability.com/documents/5389/Release_4.1_Individual_SP_TUTP_Chapter_8__V1.docx
Release 4.1 Individual SP TUTP Chapter 9 – V1,https://numberportability.com/documents/5391/Release_4.1_Individual_SP_TUTP_Chapter_9__V1.docx
Release 4.1 Individual SP TUTP Chapter 10 – V1,https://numberportability.com/documents/5393/Release_4.1_Individual_SP_TUTP_Chapter_10__V1.docx
Release 4.1 Individual SP TUTP Chapter 11 – V1,https://numberportability.com/documents/5395/Release_4.1_Individual_SP_TUTP_Chapter_11__V1.docx
Release 4.1 Individual SP TUTP Chapter 12 – V1,https://numberportability.com/documents/5397/Release_4.1_Individual_SP_TUTP_Chapter_12__V1.docx
Release 4.1 Individual SP TUTP Chapter 13 – V1,https://numberportability.com/documents/5399/Release_4.1_Individual_SP_TUTP_Chapter_13__V1.docx
Release 4.1 Individual SP TUTP Chapter 14 – V1,https://numberportability.com/documents/5401/Release_4.1_Individual_SP_TUTP_Chapter_14__V1.docx
Release 4.1 Individual SP TUTP Chapter 15 – V1,https://numberportability.com/documents/5403/Release_4.1_Individual_SP_TUTP_Chapter_15__V1.docx
Release 4.1 Individual SP TUTP Chapter 16 – V1,https://numberportability.com/documents/5405/Release_4.1_Individual_SP_TUTP_Chapter_16__V1.docx
Release 4.1 Individual SP TUTP Chapter 17 – V1,https://numberportability.com/documents/5407/Release_4.1_Individual_SP_TUTP_Chapter_17__V1.docx
EFD Errors Flows 4.1b 11-06-2018,https://numberportability.com/documents/5529/EFD_Errors_Flows_4.1b_11-06-2018.docx
FRS 4.1c 09-09-2019,https://numberportability.com/documents/6417/FRS_4.1c__09-09-2019.docx
IIS4.1b 11-06-2018,https://numberportability.com/documents/5533/IIS4.1b_11-06-2018.docx
XIS v1.6.6 11-06-2018,https://numberportability.com/documents/5545/Release_4.1b_XIS_v1.6.6_11-06-2018.docx
NPAC XML Schema v1.6l 07-31-2018,https://numberportability.com/documents/5375/NPAC_XML_Schema_v1.6l_07-31-2018.xsd
NPAC XML Schema v1.6s 07-31-2018,https://numberportability.com/documents/5377/NPAC_XML_Schema_v1.6s_07-31-2018.xsd
XML Mnemonics v1.6 07-31-2018,https://numberportability.com/documents/5381/XML_Mnemonics_v1.6_07-31-2018.xlsx
